name
FC Aarau
FC Baden
Black Stars Basel
FC Basel
Concordia Basel
FC Begnins
FC Bosporus
Young Boys Bern
FC Biel-Bienne
SC Binningen
FC Bubendorf
FC Bulle
SC Buochs
Etoile Carouge FC
SC Cham
FC Chatel St. Denis
CS Chenois
FC Chiasso
FC Coffrane
FC Dardania Lausanne
SR Delemont
FC Echichens
FC Escholzmatt-Marbach
FC Gambarogno
Servette Genf
FC Grand-Saconnex
FC Hausen am Albis
SC Kriens
FC La Chaux-de-Fonds
FC Lachen/Altendorf
FC Stade Lausanne Ouchy
FC Lausanne-Sport
FC Littau
FC Lugano
FC Luzern
FC Kickers Luzern
FC Münsingen
Neuchatel Xamax FCS
Stade Nyonnais
FC Paradiso
FC Porrentruy
FC Rapperswil-Jona
FC Rorschach
FC Saint-Prex
FC Schaffhausen
FC Schönenwerd-Niedergösgen
FC Seuzach
FC Sion
FC Solothurn
FC Iliria Solothurn
FC Someo
FC St. Gallen
FC St.-Leonard
FC Thun
FC Unterstrass
Vevey United
FC Widnau
FC Wil 1900
FC Winkeln SG
FC Winterthur
Yverdon-Sport FC
FC Zürich
Grasshopper Club Zürich
YF Juventus Zürich
