name
FC Aarau
FC Affoltern am Albis
FC Ajoie-Monterri
FC Baden
Black Stars Basel
FC Basel
AC Bellinzona
FC Bosporus
Young Boys Bern
FC Breitenrain
SC Brühl
FC Buchs
FC Bulle
Etoile Carouge FC
SC Cham
FC Collina d'Oro
FC Courtetelle
SR Delemont
FC Dietikon
FC Frutigen
Servette Genf
FC Genolier-Begnins
FC Grand-Saconnex
FC Haute-Gruyere
FC Greifensee
FC Gunzwil
SV Höngg
VfR Kleinhüningen
SC Kriens
FC La Chaux-de-Fonds
FC Lancy
FC Stade Lausanne Ouchy
FC Lausanne-Sport
FC Lugano
FC Luzern
AC Malcantone
FC Mendrisio
FC Meyrin
Neuchatel Xamax FCS
Stade Nyonnais
FC Onex
FC Porrentruy
FC Rapperswil-Jona
FC Saint-Blaise
FC Saviese
FC Schaffhausen
SV Schaffhausen
FC Schönenwerd-Niedergösgen
FC Sion
FC Iliria Solothurn
FC St. Gallen
AC Taverne
FC Thun
FC Tuggen
Vevey United
FC Wettswil-Bonstetten
FC Widnau
FC Wil 1900
FC Winkeln SG
FC Winterthur
Yverdon-Sport FC
FC Zürich
Grasshopper Club Zürich
Red Star Zürich
