name
Royal Antwerp FC
FC Arsenal
FC Barcelona
Roter Stern Belgrad
1. FC Union Berlin
Young Boys Bern
Sporting Braga
Schachtar Donezk
Borussia Dortmund
PSV Eindhoven
Celtic Glasgow
Galatasaray SK
FC Kopenhagen
RB Leipzig
RC Lens
Benfica Lissabon
Atletico Madrid
Real Madrid
AC Mailand
Inter Mailand
Manchester City
Manchester United
Bayern München
SSC Neapel
Newcastle United
Paris St. Germain
FC Porto
Lazio Rom
Feyenoord Rotterdam
RB Salzburg
Real Sociedad San Sebastian
FC Sevilla
