name
Royal Antwerp FC
FC Barcelona
Roter Stern Belgrad
Atalanta Bergamo
Sporting Braga
Bröndby IF
Ferencvaros Budapest
Borussia Dortmund
PSV Eindhoven
Eintracht Frankfurt
KRC Genk
Glasgow Rangers
Celtic Glasgow
Sturm Graz
Fenerbahce SK
Galatasaray SK
Leicester City
RB Leipzig
Bayer 04 Leverkusen
Olympique Lyon
Olympique Marseille
FC Midtjylland
AS Monaco
Lokomotive Moskau
Spartak Moskau
SSC Neapel
Olympiakos Piräus
FC Porto
Sparta Prag
Ludogorez Rasgrad
Lazio Rom
Real Sociedad San Sebastian
FC Sevilla
Real Betis Sevilla
Zenit St. Petersburg
Sheriff Tiraspol
Legia Warschau
West Ham United
Rapid Wien
Dinamo Zagreb
