name
Ajax Amsterdam
FC Barcelona
Club Brügge
FC Chelsea
Schachtar Donezk
Borussia Dortmund
Eintracht Frankfurt
Glasgow Rangers
Celtic Glasgow
Maccabi Haifa
FC Kopenhagen
RB Leipzig
Bayer 04 Leverkusen
Benfica Lissabon
Sporting Lissabon
FC Liverpool
Atletico Madrid
Real Madrid
AC Mailand
Inter Mailand
Manchester City
Olympique Marseille
Bayern München
SSC Neapel
Paris St. Germain
Viktoria Pilsen
FC Porto
RB Salzburg
FC Sevilla
Tottenham Hotspur
Juventus Turin
Dinamo Zagreb
