name
Qarabag Agdam
AZ Alkmaar
RSC Anderlecht
FC Basel
Hapoel Beer Sheva
Partizan Belgrad
FK Bodö/Glimt
Sporting Braga
Slovan Bratislava
FCSB Bukarest
CFR Cluj
Djurgardens IF
SC Dnipro-1
Heart of Midlothian
Pjunik Erewan
AC Florenz
KAA Gent
Istanbul Basaksehir FK
1. FC Köln
AEK Larnaka
Apollon Limassol
Molde FK
OGC Nizza
Lech Posen
Slavia Prag
Ludogorez Rasgrad
Rigas Futbola Skola
Lazio Rom
Shamrock Rovers
Silkeborg IF
Sivasspor
KF Ballkani Suhareka
Sheriff Tiraspol
Trabzonspor
1. FC Slovacko
FC Vaduz
FC Villarreal
Zalgiris Vilnius
West Ham United
Austria Wien
