name
Ajax Amsterdam
FC Barcelona
Roter Stern Belgrad
Atalanta Bergamo
Club Brügge
FC Chelsea
Schachtar Donezk
Borussia Dortmund
KRC Genk
Galatasaray SK
RB Leipzig
Bayer 04 Leverkusen
Lille OSC
Benfica Lissabon
FC Liverpool
Olympique Lyon
Atletico Madrid
Real Madrid
Inter Mailand
Manchester City
Lokomotive Moskau
Bayern München
SSC Neapel
Paris St. Germain
Olympiakos Piräus
Slavia Prag
RB Salzburg
Zenit St. Petersburg
Tottenham Hotspur
Juventus Turin
FC Valencia
Dinamo Zagreb
