name
Qarabag Agdam
Ajax Amsterdam
AEK Athen
Panathinaikos Athen
TSC Backa Topola
Atalanta Bergamo
Young Boys Bern
Sporting Braga
Brighton & Hove Albion
Schachtar Donezk
SC Freiburg
Servette Genf
Glasgow Rangers
BK Häcken
Sturm Graz
Maccabi Haifa
Galatasaray SK
RC Lens
Bayer 04 Leverkusen
Aris Limassol
Linzer ASK
Benfica Lissabon
Sporting Lissabon
FC Liverpool
AC Mailand
Olympique Marseille
Molde FK
Olympiakos Piräus
Slavia Prag
Sparta Prag
Stade Rennes
AS Rom
Feyenoord Rotterdam
Union Saint-Gilloise
Real Betis Sevilla
Sheriff Tiraspol
FC Toulouse
Rakow Tschenstochau
FC Villarreal
West Ham United
