name
Qarabag Agdam
AZ Alkmaar
Ajax Amsterdam
Royal Antwerp FC
FC Arsenal
AEK Athen
Hapoel Beer Sheva
Roter Stern Belgrad
Young Boys Bern
Sporting Braga
Club Brügge
CFR Cluj
Schachtar Donezk
FC Dundalk
PSV Eindhoven
KAA Gent
Glasgow Rangers
Celtic Glasgow
FC Granada
TSG Hoffenheim
Dynamo Kiew
FK Krasnodar
Leicester City
Bayer 04 Leverkusen
Slovan Liberec
Lille OSC
Linzer ASK
Benfica Lissabon
Sorja Luhansk
Standard Lüttich
AC Mailand
Manchester United
Molde FK
ZSKA Moskau
SSC Neapel
Omonia Nikosia
OGC Nizza
Olympiakos Piräus
Lech Posen
Slavia Prag
Sparta Prag
Ludogorez Rasgrad
HNK Rijeka
AS Rom
Feyenoord Rotterdam
PAOK Saloniki
RB Salzburg
Real Sociedad San Sebastian
Sivasspor
ZSKA-Sofia
Maccabi Tel Aviv
Tottenham Hotspur
FC Villarreal
Rapid Wien
Wolfsberger AC
Dinamo Zagreb
