name

# 2018
# League ISR 2 (3) - >Israel National League<:
  Hapoel Marmorek FC
  Hapoel Iksal Imad
  Hapoel K. Jerusale

# 2019
# League ISR 2 (3) - >Israel National League<:
  Hapoel K. Jerusale
  Hapoel Iksal Imad
  Hapoel Marmorek FC

# League ISR 2 (2) - >Israel National League<:
  Hap.Kfar Shalem
  Hapoel Iksal Imad

# League ISR CUP (1) - >Israel Cup<:
  M. Petach Tikva
