count,name,leagues
38,BK Häcken,SWE 1 (20)·UEFA CL (4)·UEFA EL (10)·SWE CUP (1)·UEFA CONF Q (3)
29,IF Elfsborg,SWE 1 (24)·UEFA EL Q (5)
26,Malmö FF,SWE 1 (22)·SWE CUP (1)·UEFA CL Q (3)
25,Djurgardens IF,SWE 1 (18)·UEFA CONF (2)·SWE CUP (2)·UEFA CONF Q (3)
25,IFK Göteborg,SWE 1 (25)
24,Hammarby IF,SWE 1 (20)·UEFA CONF (2)·SWE CUP (2)
23,IK Sirius FK,SWE 1 (22)·SWE CUP (1)
22,Degerfors IF,SWE 1 (11)·SWE 2 (11)
21,AIK Stockholm,SWE 1 (20)·SWE CUP (1)
21,GIF Sundsvall,SWE 2 (19)·SWE CUP (2)
21,Varbergs BoIS,SWE 1 (12)·SWE CUP (1)·SWE 2 (8)
20,IFK Norrköping,SWE 1 (19)·SWE CUP (1)
20,IFK Värnamo,SWE 1 (20)
20,Kalmar FF,SWE 1 (18)·UEFA CONF (2)
20,Mjällby AIF,SWE 1 (19)·SWE CUP (1)
19,Örgryte Göteborg,SWE 2 (19)
18,GAIS Göteborg,SWE 2 (10)·SWE 1 (8)
18,Halmstads BK,SWE 1 (18)
18,Trelleborgs FF,SWE 2 (18)
18,Örebro SK,SWE 2 (18)
17,Helsingborgs IF,SWE 2 (17)
17,IF Brommapojkarna,SWE 1 (16)·SWE CUP (1)
17,Skövde AIK,SWE 2 (16)·SWE CUP (1)
17,Östers IF,SWE 2 (17)
15,IK Brage,SWE 2 (15)
15,Utsiktens BK,SWE 2 (15)
14,Gefle IF,SWE 2 (14)
14,Landskrona BoIS,SWE 2 (13)·SWE CUP (1)
13,Jonkopings Södra,SWE 2 (10)·SWE 3S (3)
12,Östersunds FK,SWE 2 (11)·SWE CUP (1)
10,Västeras SK,SWE 2 (6)·SWE CUP (1)·SWE 1 (3)
8,AFC Eskilstuna,SWE 2 (7)·SWE 3N (1)
8,IK Oddevold,SWE 3S (1)·SWE 2 (7)
7,FC Trollhättan,SWE 3S (7)
7,Sandvikens IF,SWE 3N (2)·SWE 2 (5)
7,Västeraas SK,SWE 1 (7)
4,Hammarby Talang FF,SWE 3N (4)
4,Ljungskile SK,SWE 3S (4)
3,BK Olympic,SWE 3S (3)
3,Eskilsminne IF,SWE 3S (3)
3,Falkenbergs FF,SWE 3S (2)·SWE 2 (1)
3,IF Karlstad Fotbol,SWE 3N (3)
3,IFK Stocksund,SWE 3N (3)
3,Lunds BK,SWE 3S (3)
3,Nordic United FC,SWE 3N (2)·SWE 2 (1)
3,Pitea IF,SWE 3N (3)
3,Sollentuna FK,SWE 3N (3)
3,Taby FK,SWE 3N (3)
3,Vasalunds IF,SWE 3N (3)
3,Ängelholms FF,SWE 3S (3)
2,Ahlafors IF,SWE 3S (2)
2,Ariana FC,SWE 3S (2)
2,Bodens BK FF,SWE 3N (2)
2,FC Stockholm Inter,SWE 3N (2)
2,Karlbergs BK,SWE 3N (2)
2,Norrby IF,SWE 3S (2)
2,Onsala BK,SWE CUP (1)·SWE 3S (1)
2,Torns IF,SWE 3S (2)
2,Torslanda IK,SWE 3S (1)·SWE CUP (1)
2,Tvaakers IF,SWE 3S (2)
2,Örebro Syrianska,SWE 3N (2)
1,Atvidaberg FF,SWE 3S (1)
1,Dalkurd FF,SWE CUP (1)
1,IF Sylvia,SWE 3N (1)
1,IFK Lulea,SWE CUP (1)
1,Motala AIF FK,SWE 3N (1)
1,Oskarshamns AIK,SWE 3S (1)
1,Umea FC,SWE 3N (1)
1,Vanersborgs IF,SWE 3S (1)
