count,name,leagues
1,Beijing Guoan FC,CHN SL (1)
1,Cangzhou Mighty,CHN SL (1)
1,Changchun Yatai,CHN SL (1)
1,Chengdu Rongcheng,CHN SL (1)
1,Dalian Pro FC,CHN SL (1)
1,FC Henan Jianye,CHN SL (1)
1,Meizhou Hakka FC,CHN SL (1)
1,Nantong Zhiyun FC,CHN SL (1)
1,Qingdao Hainiu FC,CHN SL (1)
1,Shandong Taishan,CHN SL (1)
1,Shanghai Port FC,CHN SL (1)
1,Shenhua Shanghai,CHN SL (1)
1,Shenzhen FC,CHN SL (1)
1,Tianjin Tigers,CHN SL (1)
1,Wuhan Three Towns,CHN SL (1)
1,Zhejiang Greentown,CHN SL (1)
