count,name,leagues
2,Adelaide United FC,AUS 1 (2)
1,Central Coast,AUS 1 (1)
1,Melbourne City FC,AUS 1 (1)
1,Melbourne Victory,AUS CUP (1)
1,Newcastle Jets,AUS CUP (1)
