count,name,leagues
54,FC Chelsea,ENG PL (41)·ENG LC (7)·ENG FA (6)
51,Manchester United,ENG PL (41)·ENG FA (8)·ENG LC (2)
50,Manchester City,ENG PL (41)·ENG FA (7)·ENG COM (1)·ENG LC (1)
49,FC Liverpool,ENG PL (39)·ENG LC (6)·ENG FA (4)
48,FC Fulham,ENG PL (40)·ENG LC (6)·ENG FA (2)
47,FC Everton,ENG PL (40)·ENG LC (4)·ENG FA (3)
47,Luton Town,ENG CS (1)·ENG PL (40)·ENG LC (2)·ENG FA (4)
47,Newcastle United,ENG PL (40)·ENG LC (3)·ENG FA (4)
46,AFC Bournemouth,ENG PL (40)·ENG LC (3)·ENG FA (3)
46,Wolverhampton,ENG PL (39)·ENG LC (2)·ENG FA (5)
45,Nottingham Forest,ENG PL (39)·ENG LC (1)·ENG FA (5)
44,Aston Villa,ENG PL (40)·ENG LC (1)·ENG FA (3)
44,Brighton & Hove,ENG PL (40)·ENG LC (1)·ENG FA (3)
44,West Ham United,ENG PL (39)·ENG LC (3)·ENG FA (2)
43,Crystal Palace,ENG PL (39)·ENG LC (2)·ENG FA (2)
43,FC Arsenal,ENG PL (39)·ENG COM (1)·ENG LC (2)·ENG FA (1)
43,FC Brentford,ENG PL (39)·ENG LC (2)·ENG FA (2)
43,FC Burnley,ENG PL (39)·ENG LC (3)·ENG FA (1)
43,Leeds United,ENG PL (1)·ENG CS (36)·ENG LC (2)·ENG FA (4)
43,Tottenham,ENG PL (40)·ENG LC (1)·ENG FA (2)
42,FC Southampton,ENG PL (1)·ENG CS (36)·ENG LC (1)·ENG FA (4)
40,Sheffield United,ENG PL (38)·ENG LC (1)·ENG FA (1)
39,Leicester City,ENG PL (1)·ENG CS (31)·ENG LC (3)·ENG FA (4)
34,Coventry City,ENG CS (28)·ENG LC (1)·ENG FA (5)
33,Birmingham City,ENG CS (28)·ENG LC (2)·ENG FA (3)
33,West Bromwich,ENG CS (30)·ENG LC (1)·ENG FA (2)
32,Middlesbrough,ENG CS (24)·ENG LC (7)·ENG FA (1)
31,Blackburn Rovers,ENG CS (24)·ENG LC (4)·ENG FA (3)
31,Ipswich Town,ENG CS (26)·ENG LC (4)·ENG FA (1)
30,Sheffield Wednes.,ENG 3 (1)·ENG CS (24)·ENG LC (2)·ENG FA (3)
28,Hull City,ENG CS (25)·ENG LC (1)·ENG FA (2)
28,Norwich City,ENG CS (22)·ENG LC (3)·ENG FA (3)
27,Bristol City,ENG CS (21)·ENG LC (2)·ENG FA (4)
26,AFC Sunderland,ENG CS (24)·ENG LC (1)·ENG FA (1)
26,FC Watford,ENG CS (23)·ENG LC (1)·ENG FA (2)
26,Queens Park R.,ENG CS (24)·ENG LC (1)·ENG FA (1)
26,Stoke City,ENG CS (22)·ENG LC (3)·ENG FA (1)
26,Swansea City,ENG CS (23)·ENG LC (2)·ENG FA (1)
25,Bolton Wanderers,ENG LC (2)·ENG 3 (16)·ENG LTR (5)·ENG FA (2)
25,Cardiff City,ENG CS (21)·ENG LC (3)·ENG FA (1)
25,FC Millwall,ENG CS (23)·ENG LC (1)·ENG FA (1)
24,Peterborough Utd.,ENG LC (3)·ENG 3 (13)·ENG LTR (6)·ENG FA (2)
23,Preston North End,ENG CS (21)·ENG LC (1)·ENG FA (1)
22,Plymouth Argyle,ENG CS (18)·ENG LC (2)·ENG FA (2)
22,Port Vale FC,ENG LC (5)·ENG 3 (12)·ENG LTR (3)·ENG FA (2)
22,Rotherham United,ENG CS (19)·ENG LC (2)·ENG FA (1)
20,FC Blackpool,ENG LC (2)·ENG 3 (9)·ENG LTR (6)·ENG FA (3)
19,Burton Albion,ENG LC (1)·ENG 3 (13)·ENG LTR (4)·ENG FA (1)
19,Derby County,ENG LC (1)·ENG 3 (13)·ENG LTR (4)·ENG FA (1)
19,FC Barnsley,ENG 3 (14)·ENG LC (1)·ENG LTR (3)·ENG FA (1)
19,FC Reading,ENG LC (2)·ENG 3 (12)·ENG LTR (5)
19,FC Stevenage,ENG LC (2)·ENG 3 (13)·ENG LTR (3)·ENG FA (1)
19,Huddersfield Town,ENG CS (18)·ENG LC (1)
19,Oxford United,ENG LC (1)·ENG 3 (14)·ENG LTR (4)
18,Cambridge United,ENG 3 (15)·ENG LTR (2)·ENG FA (1)
18,Lincoln City,ENG LC (3)·ENG 3 (12)·ENG LTR (3)
18,Wigan Athletic,ENG LC (1)·ENG 3 (11)·ENG LTR (4)·ENG FA (2)
17,Bristol Rovers,ENG LC (1)·ENG 3 (10)·ENG LTR (3)·ENG FA (3)
16,Cheltenham Town,ENG LC (1)·ENG 3 (13)·ENG LTR (2)
16,Exeter City,ENG LC (4)·ENG 3 (10)·ENG LTR (2)
16,Wycombe Wanderers,ENG LC (2)·ENG 3 (11)·ENG LTR (3)
15,FC Portsmouth,ENG LC (2)·ENG 3 (10)·ENG LTR (3)
14,Carlisle United,ENG LC (1)·ENG 3 (11)·ENG LTR (2)
14,Charlton Athletic,ENG LC (1)·ENG 3 (9)·ENG LTR (3)·ENG FA (1)
14,Leyton Orient,ENG LC (1)·ENG 3 (11)·ENG LTR (2)
14,Shrewsbury Town,ENG LC (1)·ENG 3 (10)·ENG LTR (2)·ENG FA (1)
13,Fleetwood Town,ENG LC (1)·ENG 3 (9)·ENG LTR (3)
