count,name,leagues
18,FC Sheriff T.,UEFA CL (4)·UEFA EL (9)·UEFA EL Q (4)·UEFA CONF Q (1)
7,FC Petrocub,UEFA CONF (2)·UEFA CL Q (4)·UEFA EL Q (1)
5,FC Milsami,UEFA CONF (2)·UEFA CONF Q (3)
4,Zimbru Chisin.,UEFA CONF (3)·UEFA CONF Q (1)
