count,name,leagues
17,FC Ballkani,UEFA CL (2)·UEFA CONF (10)·UEFA CL Q (2)·UEFA CONF Q (3)
5,KF Drita,UEFA CONF (2)·UEFA CONF Q (3)
4,KF Llapi,UEFA EL Q (2)·UEFA CONF Q (2)
3,KF Dukagjini,UEFA CONF (3)
2,SC Gjilani,UEFA CONF (2)
1,KF Malisheva,UEFA CONF Q (1)
