count,name,leagues
52,Paris SG,FRA 1 (35)·UEFA CL (12)·FRA SC (1)·FRA CUP (4)
43,Lille OSC,FRA 1 (29)·UEFA CONF (12)·FRA CUP (1)·UEFA CL Q (1)
39,Olympique Lyon,FRA 1 (35)·FRA CUP (4)
39,RC Lens,FRA 1 (30)·UEFA CL (6)·FRA CUP (1)·UEFA EL (2)
37,Olymp. Marseille,FRA 1 (36)·FRA CUP (1)
35,AS Monaco,FRA 1 (33)·FRA CUP (2)
34,Stade Rennes,FRA 1 (22)·UEFA EL (8)·FRA CUP (4)
31,OGC Nizza,FRA 1 (28)·FRA CUP (3)
28,FC Nantes,FRA 1 (27)·FRA CUP (1)
26,FC Toulouse,FRA 1 (17)·UEFA EL (8)·FRA SC (1)
26,Racing Strasbourg,FRA 1 (24)·FRA CUP (2)
23,HSC Montpellier,FRA 1 (22)·FRA CUP (1)
23,Le Havre AC,FRA 2 (1)·FRA 1 (21)·FRA CUP (1)
22,Clermont Foot,FRA 1 (21)·FRA CUP (1)
22,Stade Brest,FRA 1 (21)·FRA CUP (1)
22,Stade de Reims,FRA 1 (22)
19,FC Lorient,FRA 1 (19)
18,FC Metz,FRA 2 (1)·FRA 1 (16)·FRA CUP (1)
16,Ol. Marseille,UEFA CL (2)·UEFA EL (14)
14,Bordeaux,FRA 2 (13)·FRA CUP (1)
12,AS Saint Etienne,FRA 2 (9)·FRA 1 (3)
11,AC Ajaccio,FRA 1 (1)·FRA 2 (10)
11,SCO Angers,FRA 1 (1)·FRA 2 (10)
10,AJ Auxerre,FRA 1 (1)·FRA 2 (9)
9,FC Rouen,FRA 3 (7)·FRA CUP (2)
9,Red Star FC,FRA 3 (9)
8,FC Sochaux,FRA 2 (1)·FRA 3 (6)·FRA CUP (1)
8,FC Valenciennes,FRA 2 (5)·FRA CUP (3)
8,Grenoble Foot,FRA 2 (8)
7,Amiens SC,FRA 2 (7)
7,EA Guingamp,FRA 2 (7)
7,SC Bastia,FRA 2 (7)
7,Troyes AC,FRA 1 (1)·FRA 2 (6)
6,AS Nancy,FRA 3 (6)
6,FC Martigues,FRA 3 (6)
6,Olympique Nimes,FRA 2 (1)·FRA 3 (5)
6,Rodez Aveyron,FRA 2 (4)·FRA 1 (2)
6,SM Caen,FRA 2 (6)
6,Stade Laval,FRA 2 (5)·FRA CUP (1)
5,Dijon Football,FRA 2 (1)·FRA 3 (4)
5,FC Chamois Niort,FRA 2 (1)·FRA 3 (4)
5,Paris FC 98,FRA 2 (4)·FRA 1 (1)
5,US Quevilly Rouen,FRA 2 (5)
4,Annecy FC,FRA 2 (4)
4,Concarneau,FRA 2 (4)
4,Dunkerque,FRA 2 (4)
4,FC Pau,FRA 2 (3)·FRA CUP (1)
4,FC Versailles,FRA 3 (4)
4,FC Villefranche,FRA 3 (4)
4,LB Chateauroux,FRA 3 (4)
4,US Orleans 45,FRA 3 (4)
3,Avranches,FRA 3 (3)
3,Cholet,FRA 3 (3)
3,Le Mans FC,FRA 3 (3)
2,Le Puy,FRA CUP (2)
2,US Marignane,FRA 3 (2)
1,AS Saint Priest,FRA CUP (1)
1,Epinal,FRA 3 (1)
1,GOAL FC,FRA 3 (1)
