count,name,leagues
8,Shakhtar Don.,UEFA CL (6)·UEFA EL (2)
8,Zorya Lugansk,UEFA EL (2)·UEFA CONF (6)
6,SC Dnipro,UEFA CL (2)·UEFA EL (2)·UEFA CONF (2)
4,FC Dynamo Kiew,UEFA CONF (2)·UEFA CL Q (2)
3,Dynamo Kiew,UEFA CONF (2)·UEFA CL Q (1)
2,FC Polissya,UEFA CONF Q (2)
2,Vorskla Poltaw,UEFA CONF (2)
1,FC Ingulets,UKR 1 (1)
1,FC Kryvbas Kr,UEFA EL Q (1)
1,LNZ Lebedyn,UKR 1 (1)
1,Metalurh Zaporizhy,UKR 1 (1)
1,Veres Rivne,UKR 1 (1)
