count,name,leagues
11,Struga Trim,UEFA CL (2)·UEFA CONF (5)·UEFA CL Q (2)·UEFA CONF Q (2)
3,Shk.Tetovo,UEFA CONF (2)·UEFA CONF Q (1)
3,Shkupi Skopje,UEFA CONF (3)
2,GFK Tikvesh 19,UEFA CONF Q (2)
2,Makedonija GjP,UEFA CONF (2)
