count,name,leagues
58,Fenerbahce,TUR CUP (5)·TUR 1 (32)·UEFA CONF (16)·TUR SC (2)·UEFA CL Q (3)
55,Galatasaray,TUR 1 (35)·UEFA CL (12)·TUR SC (3)·TUR CUP (3)·UEFA EL (2)
43,Besiktas Istanbul,TUR 1 (36)·TUR CUP (6)·TUR SC (1)
35,Trabzonspor,TUR 1 (26)·TUR CUP (6)·UEFA EL Q (3)
23,Antalyaspor,TUR 1 (22)·TUR CUP (1)
23,MKE Ankaragücü,TUR CUP (6)·TUR 1 (17)
20,Basaksehir,TUR CUP (5)·TUR 1 (14)·UEFA CONF Q (1)
20,Kayserispor,TUR 1 (19)·TUR CUP (1)
19,Karagümrük,TUR 1 (16)·TUR CUP (3)
18,Adana Demirspor,TUR 1 (17)·TUR CUP (1)
18,Alanyaspor,TUR 1 (17)·TUR CUP (1)
17,Gaziantep FK,TUR 1 (15)·TUR CUP (2)
16,Kasimpasa,TUR 1 (16)
16,Konyaspor,TUR 1 (14)·TUR CUP (2)
15,Samsunspor,TUR 1 (14)·TUR CUP (1)
15,Sivasspor,TUR CUP (1)·TUR 1 (14)
14,Istanbulspor AS,TUR 1 (14)
13,Caykur Rizespor,TUR 1 (12)·TUR CUP (1)
12,Besiktas Ist.,UEFA CONF (12)
12,Hatayspor,TUR 1 (11)·TUR CUP (1)
12,Pendikspor,TUR 1 (12)
9,Ümraniyespor,TUR 1 (2)·TUR 2 (6)·TUR CUP (1)
7,Bodrumspor,TUR 2 (6)·TUR CUP (1)
6,Adana Demirsp.,UEFA CONF (6)
6,Adanaspor,TUR 2 (5)·TUR CUP (1)
6,Altay Izmir,TUR 2 (6)
6,Genclerbirligi,TUR 2 (4)·TUR CUP (2)
6,Giresunspor,TUR 1 (3)·TUR 2 (3)
6,Göztepe,TUR 2 (5)·TUR CUP (1)
6,Sanliurfaspor,TUR 2 (5)·TUR CUP (1)
5,Eyupspor,TUR 2 (4)·TUR CUP (1)
4,Bandirmaspor,TUR 2 (3)·TUR CUP (1)
4,Erzurumspor FK,TUR 2 (4)
4,Manisa FK,TUR 2 (3)·TUR CUP (1)
3,Boluspor,TUR 2 (3)
3,Kocaelispor,TUR 2 (3)
2,An. Erzincanspor,TUR CUP (2)
2,Corum Belediyespor,TUR 2 (2)
2,Keciöerengücü,TUR 2 (2)
2,Sakaryaspor,TUR 2 (2)
2,Tuzlaspor,TUR 2 (2)
