count,name,leagues
11,Pyunik Yerevan,UEFA CONF (6)·UEFA CL Q (2)·UEFA CONF Q (3)
7,FC Urartu,UEFA CL (2)·UEFA CONF (2)·UEFA CONF Q (3)
6,Ararat-Armenia,UEFA CONF (4)·UEFA CONF Q (2)
4,Alashkert,UEFA CONF (4)
3,FC Noah,UEFA CONF Q (3)
