count,name,leagues
26,Ferencvaros,UEFA CL (2)·UEFA CONF (14)·HUN 1 (3)·HUN CUP (4)·UEFA CL Q (3)
11,Paksi FC,HUN 1 (2)·HUN CUP (4)·UEFA EL Q (2)·UEFA CONF Q (3)
8,Debreceni VSC,UEFA CONF (4)·HUN 1 (3)·HUN CUP (1)
6,Kecskemeti TE,UEFA CONF (2)·HUN 1 (3)·HUN CUP (1)
6,Kisvarda,HUN 1 (4)·HUN CUP (2)
5,Fehervar FC,HUN 1 (3)·UEFA CONF Q (2)
5,MTK Budapest FC,HUN 1 (4)·HUN CUP (1)
4,Diosgyör VTK,HUN 1 (2)·HUN CUP (2)
4,Ujpest FC,HUN 1 (3)·HUN CUP (1)
4,Zalaegerszegi TE,HUN 1 (3)·HUN CUP (1)
3,Mezokovesd Zsory,HUN 1 (3)
3,Nyiregyhaza FC,HUN 2 (1)·HUN CUP (2)
3,Puskas Akademia FC,HUN 1 (3)
3,SC Vasas Budapest,HUN 2 (2)·HUN CUP (1)
2,Haladas Szombat.,HUN 2 (2)
2,Zalaegerszegi,UEFA CONF (2)
1,Aqvital FC Csákvár,HUN 2 (1)
1,BFC Siofok,HUN 2 (1)
1,BVSC-Zuglo,HUN 2 (1)
1,Budafoki MTE,HUN 2 (1)
1,FC Ajka,HUN 2 (1)
1,Gyirmot SE,HUN 2 (1)
1,Győri ETO FC,HUN 2 (1)
1,Honved Budapest,HUN 2 (1)
1,Kazincbarcikai SC,HUN 2 (1)
1,Kozarmisleny SE,HUN 2 (1)
1,Mosonmagyarovari T,HUN 2 (1)
1,Pecsi MFC,HUN 2 (1)
1,Puskas Akademi,UEFA CONF Q (1)
1,Soroksar SC,HUN 2 (1)
1,Szeged-Csanad Gros,HUN 2 (1)
1,Tiszakecskei LC,HUN 2 (1)
