count,name,leagues
8,Al Ittihad,SAUD 1 (5)·AFC CL (2)·SAUDKC (1)
6,Al Nasr Riad,SAUD 1 (4)·SAUDSC (1)·SAUDKC (1)
4,Al Akhdood,SAUD 1 (4)
4,Al Fateh SC,SAUD 1 (4)
4,Al Hilal Riyadh,SAUD 1 (2)·SAUDSC (1)·SAUDKC (1)
4,Al Tai,SAUD 1 (4)
4,Damac FC,SAUD 1 (4)
3,Al Ahli Jeddah,SAUD 1 (3)
3,Al Hazem FC,SAUD 1 (3)
3,Al Khaleej Saihat,SAUD 1 (2)·SAUDKC (1)
3,Al Riyadh,SAUD 1 (3)
3,Al Shabab,SAUD 1 (3)
2,Al Ettifaq FC,SAUD 1 (2)
2,Al Hilal Riyad,AFC CL (2)
2,Al Raed FC,SAUD 1 (2)
2,Al Taawoun FC,SAUD 1 (2)
2,Al Wehda,SAUD 1 (2)
1,Al Fayha FC,SAUD 1 (1)
