count,name,leagues
7,BATE Borisov,UEFA CL (4)·UEFA EL (1)·UEFA CONF (2)
7,Dinamo Minsk,UEFA CONF (2)·UEFA CL Q (4)·UEFA EL Q (1)
7,Neman Grodno,UEFA CONF (5)·UEFA CONF Q (2)
4,Torp. Zhodino,UEFA CONF (2)·UEFA CONF Q (2)
1,Isloch,UEFA CONF Q (1)
