names,code
Liverpool FC | Liverpool,ENG
AS Roma | Roma,ITA
FC Dinamo Bucureşti | Dinamo Bucureşti,ROU
Dundee United FC | Dundee United,SCO
SL Benfica | Benfica,POR
Berliner FC Dynamo | Berlin,GER
FC Dinamo Minsk | Dinamo Minsk,BLR
SK Rapid Wien | Rapid Wien,AUT
Athletic Club,ESP
Bohemians Praha,CZE
PFC CSKA Sofia | CSKA Sofia,BUL
Győri ETO FC | Győr,HUN
Hamburger SV | Hamburg,GER
Olympiacos FC | Olympiacos,GRE
FK Partizan | Partizan,SRB
R. Standard de Liège | Standard Liège,BEL
AFC Ajax | Ajax,NED
Athlone Town AFC | Athlone,IRL
Fenerbahçe SK | Fenerbahçe,TUR
IFK Göteborg | Göteborg,SWE
Grasshopper Club Zürich | Grasshoppers,SUI
Hamrun Spartans FC | Hamrun Spartans ,MLT
AS Jeunesse Esch | Jeunesse Esch,LUX
FC Lahti | Lahti,FIN
Lech Poznań,POL
Linfield FC | Linfield,NIR
FC Nantes | Nantes,FRA
Odense BK | OB,DEN
AC Omonoia | Omonoia,CYP
Viking FK | Viking,NOR
Víkingur Reykjavík,ISL
