name
SCR Altach
SK Treibach
SKU Amstetten
TUS Bad Gleichenberg
Schwarz-Weiß Bregenz
ASK-BSC Bruck/Leitha
SV Dellach/Gail
FC Deutschkreutz
FC Dornbirn 1913
ASV Draßburg
Floridsdorfer AC
SV Fügen
FC Gleisdorf 09
Sturm Graz
Grazer AK
SV Grödig
Union Gurten
TSV Hartberg
VfB Hohenems
SV Horn
Wacker Innsbruck
SVG Reichenau
SC Kalsdorf
Kapfenberger SV
FC Kitzbühel
Austria Klagenfurt
SV Kuchl
SV Lafnitz
FC Lauterach
SV Leobendorf
Blau-Weiß Linz
Linzer ASK
FC Lustenau
Austria Lustenau
FC Marchfeld Donauauen
FC Admira Wacker
SC Neusiedl am See
SV Ried
RB Salzburg
SC Schwaz
SV Seekirchen
ASV Siegendorf
SV Spittal
USV St. Anna
SV St. Jakob im Rosental
TSV St. Johann im Pongau
SKN St. Pölten
ATSV Stadl-Paura
Vorwärts Steyr
SV Stripfing/Weiden
FCM Traiskirchen
Union Vöcklamarkt
WSG Tirol
SC Weiz
FC Wels
Hertha Wels
First Vienna FC
Austria Wien
SC Wiener Viktoria
Rapid Wien
TWL Elektra Wien
SC Wiener Neustadt
Wiener Sport-Club
Wolfsberger AC
