name
SV Allerheiligen
SCR Altach
SK Treibach
SKU Amstetten
USK Anif
TUS Bad Gleichenberg
Schwarz-Weiß Bregenz
ASK-BSC Bruck/Leitha
FC Deutschkreutz
FC Dornbirn 1913
Dornbirner SV
ASV Draßburg
Floridsdorfer AC
FC Gleisdorf 09
ASKÖ Gmünd
Sturm Graz
Grazer AK
SV Grödig
Union Gurten
TSV Hartberg
VfB Hohenems
SV Horn
Wacker Innsbruck
SV Innsbruck
SVG Reichenau
Kapfenberger SV
Austria Klagenfurt
SV Lafnitz
Blau-Weiß Linz
Linzer ASK
Austria Lustenau
FC Marchfeld Donauauen
FC Admira Wacker
SC Neusiedl am See
SC Retz
SV Ried
RB Salzburg
ASV Schrems
SC Schwaz
SV Seekirchen
ASV Siegendorf
USV St. Anna
SV St. Jakob im Rosental
TSV St. Johann im Pongau
SKN St. Pölten
ATSV Stadl-Paura
Vorwärts Steyr
SV Stripfing/Weiden
Union Vöcklamarkt
SV Wallern
WSG Tirol
SC Weiz
Hertha Wels
ASK Elektra Wien
First Vienna FC
Austria Wien
Rapid Wien
Team Wiener Linien
SC Wiener Neustadt
Wiener Sport-Club
ATSV Wolfsberg
Wolfsberger AC
SV Wörgl
