name
SCR Altach
SKU Amstetten
SG Ardagger/Viehdorf
TUS Bad Gleichenberg
SV Bad Schallerbach
SK Bischofshofen
Schwarz-Weiß Bregenz
Deutschlandsberger SC
FC Dornbirn 1913
ASV Draßburg
Favoritner AC
ATuS Ferlach
Floridsdorfer AC
Sturm Graz
Grazer AK
Union Gurten
SV Haitzendorf
TSV Hartberg
VfB Hohenems
SV Horn
SC Imst
SVG Reichenau
Kapfenberger SV
ASK Klagenfurt
Austria Klagenfurt
SAK Klagenfurt
Kremser SC
FC Kufstein
SV Lafnitz
DSV Leoben
SV Leobendorf
Blau-Weiß Linz
Linzer ASK
Austria Lustenau
FC Marchfeld Donauauen
FC Admira Wacker
SC Neusiedl am See
SV Oberwart
SC/ESV Parndorf
SV Ried
SC Röthis
FC Pinzgau Saalfelden
RB Salzburg
SV Austria Salzburg
SPG Silz/Mötz
SV Spittal
USV St. Anna
SKN St. Pölten
Vorwärts Steyr
SV Stripfing/Weiden
FCM Traiskirchen
ASK Voitsberg
SPG Wallern/St. Marienkirchen
WSG Tirol
SC Weiz
SPG Wels
A-XIII Auhof Center
First Vienna FC
Austria Wien
Rapid Wien
SR Donaufeld Wien
TWL Elektra Wien
Wolfsberger AC
FC Wolfurt
